gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	A	B	C	D	E	F	G	H	I
GDNF	P39905	False	GDNF_HUMAN		CPI-SS0C23EF34B	0.006	0.009	0.007	0.003	0.004	0.008	0.006	0.147	0.0
IL17C	Q9P0M4	False	IL17C_HUMAN		CPI-CS02C7E2FBB	0.003	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0
IL18	Q14116	False	IL18_HUMAN		CPI-CS09E0127D2	0.576	0.727	0.784	0.593	0.742	0.624	0.604	0.813	0.805
IL1A	P01583	False	IL1A_HUMAN		CPI-CS0465E25F9	0.003	0.009	0.016	0.014	0.007	0.004	0.006	0.0	0.017
IL1A	P01583	False	IL1A_HUMAN		CPI-CS05F37AC7A	0.003	0.009	0.016	0.014	0.007	0.004	0.006	0.0	0.017
IL1B	P01584	False	IL1B_HUMAN		CPI-CS093EA33BE	0.014	0.003	0.013	0.01	0.029	0.0	0.0	0.02	0.025
IL1B	P01584	False	IL1B_HUMAN		CPI-CS09CDFC0C5	0.014	0.003	0.013	0.01	0.029	0.0	0.0	0.02	0.025
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS01C6805BA	0.0	0.003	0.0	0.0	0.004	0.004	0.0	0.007	0.0
IL1RN	P18510	False	IL1RA_HUMAN		CPI-CS0A13FF479	0.0	0.003	0.0	0.0	0.004	0.004	0.0	0.007	0.0
IL19	Q9UHD0	False	IL19_HUMAN		CPI-CS07DF0B644	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
IL22	Q9GZX6	False	IL22_HUMAN		CPI-CS0EB4E25E8	0.011	0.025	0.003	0.0	0.0	0.0	0.0	0.0	0.0
IL33	O95760	False	IL33_HUMAN		CPI-CS0552A7387	0.848	1.865	0.708	0.563	0.774	2.173	1.421	0.933	0.822
IL6	P05231	False	IL6_HUMAN		CPI-CS023BD53E7	0.006	0.003	0.0	0.007	0.007	0.0	0.0	0.0	0.0
IL7	P13232	False	IL7_HUMAN		CPI-CS08B606C20	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.008
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS06A0B20BD	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0D1AE5C79	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0E63AB61E	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0EBFE1854	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS05B4EB419	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0659DBE72	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS0FC01B947	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
EPHA4	P54764	False	EPHA4_HUMAN		CPI-SS087E0E3FB	3.997	6.126	4.184	5.712	8.194	1.523	1.689	3.06	2.61
FGF9	P31371	False	FGF9_HUMAN		CPI-SS0907A7598	0.759	1.178	0.613	0.936	0.527	0.346	0.561	0.507	0.619
FGF9	P31371	False	FGF9_HUMAN		CPI-SS07A9A501C	0.759	1.178	0.613	0.936	0.527	0.346	0.561	0.507	0.619
FGF8	P55075	False	FGF8_HUMAN		CPI-SS07BA4A3B7	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
FGF8	P55075	False	FGF8_HUMAN		CPI-SS0D99CC068	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0
CD83	Q01151	False	CD83_HUMAN		CPI-SS00D9A0644	0.266	0.543	0.348	0.319	0.272	0.192	1.226	0.113	0.89
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02E314589	1.416	1.387	2.993	2.444	1.563	1.023	1.622	0.747	2.966
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS02C29C238	1.416	1.387	2.993	2.444	1.563	1.023	1.622	0.747	2.966
NECTIN1	Q15223	False	PVRL1_HUMAN		CPI-SS03F821467	1.416	1.387	2.993	2.444	1.563	1.023	1.622	0.747	2.966
PTPRR	Q15256	False	PTPRR_HUMAN		CPI-SS0CC898553	0.291	0.16	0.784	0.264	0.226	0.177	0.348	0.38	0.695
FGF22	Q9HCT0	False	FGF22_HUMAN		CPI-SS0EE9E214A	0.1	0.15	0.069	0.095	0.043	0.045	0.134	0.033	0.102
XPR1	Q9UBH6	False	XPR1_HUMAN		CPI-SS098F416C1	2.623	2.313	2.905	2.017	1.828	1.256	2.567	2.32	4.398
FGF20	Q9NP95	False	FGF20_HUMAN		CPI-SS0BE5B4FCD	0.0	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.0
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS01DCC7684	1.645	1.291	3.472	1.247	4.244	0.628	1.177	1.44	1.593
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS03E450F99	1.645	1.291	3.472	1.247	4.244	0.628	1.177	1.44	1.593
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D5DBB634	1.645	1.291	3.472	1.247	4.244	0.628	1.177	1.44	1.593
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0F81DBF22	1.645	1.291	3.472	1.247	4.244	0.628	1.177	1.44	1.593
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS028688B7B	1.645	1.291	3.472	1.247	4.244	0.628	1.177	1.44	1.593
EPHA7	Q15375	False	EPHA7_HUMAN		CPI-SS0D4F593F1	1.645	1.291	3.472	1.247	4.244	0.628	1.177	1.44	1.593
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0B34CBA4B	0.003	0.021	0.007	0.0	0.011	0.008	0.012	0.013	0.008
EPHA1	P21709	False	EPHA1_HUMAN		CPI-SS0FF49C823	0.003	0.021	0.007	0.0	0.011	0.008	0.012	0.013	0.008
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS08A54963F	0.028	0.034	0.043	0.014	0.032	0.038	0.067	0.02	0.051
EPHA2	P29317	False	EPHA2_HUMAN		CPI-SS046F6F0C1	0.028	0.034	0.043	0.014	0.032	0.038	0.067	0.02	0.051
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS0C875BA24	0.069	0.126	0.266	0.092	0.194	0.068	0.14	0.147	0.178
EPHA3	P29320	False	EPHA3_HUMAN		CPI-SS09CA492BA	0.069	0.126	0.266	0.092	0.194	0.068	0.14	0.147	0.178
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS0830C7910	0.1	0.224	0.056	0.119	0.104	0.056	0.165	0.187	0.076
EPHA8	P29322	False	EPHA8_HUMAN		CPI-SS037E6BEDF	0.1	0.224	0.056	0.119	0.104	0.056	0.165	0.187	0.076
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0D81D9F5E	1.557	0.966	4.134	1.542	2.502	0.801	1.97	1.207	3.551
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0762B455F	1.557	0.966	4.134	1.542	2.502	0.801	1.97	1.207	3.551
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS079EF5D9C	1.557	0.966	4.134	1.542	2.502	0.801	1.97	1.207	3.551
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS0008137B6	1.557	0.966	4.134	1.542	2.502	0.801	1.97	1.207	3.551
EPHA5	P54756	False	EPHA5_HUMAN		CPI-SS09E3F5044	1.557	0.966	4.134	1.542	2.502	0.801	1.97	1.207	3.551
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS08D0F9109	0.053	0.092	0.062	0.061	0.125	0.03	0.085	0.033	0.102
EPHB4	P54760	False	EPHB4_HUMAN		CPI-SS0A0DE9CD6	0.053	0.092	0.062	0.061	0.125	0.03	0.085	0.033	0.102
EPHB3	P54753	False	EPHB3_HUMAN		CPI-SS082ABF1EA	0.704	0.27	0.469	0.949	0.444	0.199	0.232	0.213	0.314
EPHB1	P54762	False	EPHB1_HUMAN		CPI-SS0BFD8E056	0.964	0.782	0.607	0.725	0.918	1.011	1.457	1.207	0.831
OSM	P13725	False	ONCM_HUMAN		CPI-CS0E661878B	0.003	0.0	0.003	0.007	0.004	0.008	0.006	0.0	0.0
OSM	P13725	False	ONCM_HUMAN		CPI-CS06D50EBF8	0.003	0.0	0.003	0.007	0.004	0.008	0.006	0.0	0.0
LIF	P15018	False	LIF_HUMAN		CPI-CS07B61574B	0.0	0.006	0.013	0.01	0.011	0.011	0.018	0.007	0.0
AGRN	O00468	False	AGRIN_HUMAN		CPI-CS04D748A7D	1.399	1.515	2.249	2.058	1.613	0.861	1.652	1.233	2.017
GPR143	P51810	False	GP143_HUMAN		CPI-CS034170CC8	0.003	0.003	0.007	0.0	0.0	0.0	0.006	0.0	0.0
FPR1	P21462	False	FPR1_HUMAN		CPI-SS0F739D3DB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS027E12A36	2.416	4.359	4.521	3.078	3.502	2.789	5.018	2.96	7.0
PTPRZ1	P23471	False	PTPRZ_HUMAN		CPI-SS04E690D72	2.416	4.359	4.521	3.078	3.502	2.789	5.018	2.96	7.0
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS012AFC842	0.188	0.356	0.397	0.169	0.129	0.12	0.396	0.26	0.542
ALK	Q9UM73	False	ALK_HUMAN		CPI-SS05D7900BF	0.188	0.356	0.397	0.169	0.129	0.12	0.396	0.26	0.542
THRB	P10828	False	THB_HUMAN		CPI-CS0245870E9	1.042	0.466	1.2	0.908	0.556	0.248	0.396	0.413	1.017
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS01F46C4AB	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0734D2DA8	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0BF15C2D4	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0F103D7A7	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS050876F99	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0102731DE	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS07447802E	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS001BD48FB	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0D2044B87	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0D5AAA463	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP5	Q5T4F7	False	SFRP5_HUMAN		CPI-SS0E161B905	0.075	0.184	0.052	0.02	0.029	0.218	0.549	0.053	0.322
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS02879E156	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0A21B9682	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS001D0E553	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS042439610	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS02AF6643F	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS062CEFDBE	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS02CFD3215	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS05E7290A6	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0851A1599	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS0514C14A6	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP4	Q6FHJ7	False	SFRP4_HUMAN		CPI-SS050373228	0.055	0.037	0.033	0.081	0.086	0.041	0.067	0.02	0.093
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS00E2C8381	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0F1E79A03	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS02ADD742C	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0A93EEAEB	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0648E8525	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0429E615A	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS002CC4C02	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS01E6C2BB8	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0DF9024C0	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS036707F4C	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
SFRP1	Q8N474	False	SFRP1_HUMAN		CPI-SS0FE9D6F11	0.083	0.025	0.118	0.108	0.133	0.113	0.073	0.047	0.136
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0CCE526F7	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS007954822	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0123EE122	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EBBBD522	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0AC8C45C5	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS01072357C	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0961DD05D	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS02704D1B8	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0A10C2A8F	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS0EE63435D	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
FRZB	Q92765	False	SFRP3_HUMAN		CPI-SS03BC3A729	0.235	0.046	0.58	0.498	0.158	0.053	0.079	0.067	0.11
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0F05B138C	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS03F33B34C	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0F41AC8EC	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS00877D499	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0ED630027	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0C283076A	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0D861FC88	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0C95AC883	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0E9BE6A4E	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS0661CE946	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS08F783A87	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS08643DD8A	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
SFRP2	Q96HF1	False	SFRP2_HUMAN		CPI-SS07A42979A	0.061	0.031	0.062	0.027	0.043	0.026	0.22	0.0	0.153
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0CD97BA9B	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS03C93A8FE	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0F5CC57E2	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS04662DF1A	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0CCD1017B	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS09BDB5618	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0BE97E181	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS017D5AA63	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0146C75AD	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS068E97BDA	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D10CE481	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS010F961E8	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS015ED6D03	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D940391C	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS02682D84C	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
WIF1	Q9Y5W5	False	WIF1_HUMAN		CPI-SS0D192A275	0.025	0.021	0.039	0.014	0.047	0.019	0.213	0.007	0.076
SLAMF1	Q13291	False	SLAF1_HUMAN		CPI-SS0097929A7	0.003	0.0	0.003	0.003	0.0	0.0	0.0	0.0	0.008
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0C56C483F	0.349	0.304	0.344	0.251	0.348	0.368	0.39	0.2	0.356
ANTXR1	Q9H6X2	False	ANTR1_HUMAN		CPI-SS0331C5A49	0.349	0.304	0.344	0.251	0.348	0.368	0.39	0.2	0.356
ROR1	Q01973	False	ROR1_HUMAN		CPI-SS073F3FAD5	0.011	0.037	0.092	0.017	0.133	0.06	0.079	0.073	0.068
ROR2	Q01974	False	ROR2_HUMAN		CPI-SS0E7CBFD03	0.022	0.009	0.02	0.0	0.054	0.026	0.079	0.02	0.025
AMH	P03971	False	MIS_HUMAN		CPI-CS0724C54D2	0.047	0.015	0.066	0.068	0.065	0.03	0.061	0.053	0.085
AMH	P03971	False	MIS_HUMAN		CPI-CS0F32EB9F1	0.047	0.015	0.066	0.068	0.065	0.03	0.061	0.053	0.085
AMH	P03971	False	MIS_HUMAN		CPI-CS0B5D1E156	0.047	0.015	0.066	0.068	0.065	0.03	0.061	0.053	0.085
MTNR1A	P48039	False	MTR1A_HUMAN		CPI-CS05C6F5BDD	0.0	0.003	0.0	0.0	0.0	0.004	0.012	0.0	0.0
MTNR1B	P49286	False	MTR1B_HUMAN		CPI-CS0586481F9	0.0	0.006	0.0	0.0	0.0	0.004	0.0	0.0	0.008
MICB	Q29980	False	MICB_HUMAN		CPI-CS088059426	0.019	0.031	0.02	0.017	0.039	0.03	0.03	0.007	0.042
RAET1E	Q8TD07	False	N2DL4_HUMAN		CPI-CS0900D8465	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS0A862F965	0.006	0.015	0.007	0.01	0.0	0.019	0.006	0.0	0.017
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS0BF9CBA6B	0.006	0.015	0.007	0.01	0.0	0.019	0.006	0.0	0.017
NODAL	Q96S42	False	NODAL_HUMAN		CPI-CS06D37E6BE	0.006	0.015	0.007	0.01	0.0	0.019	0.006	0.0	0.017
RETN	Q9HD89	False	RETN_HUMAN		CPI-SS0EECD7662	0.014	0.003	0.036	0.017	0.011	0.004	0.012	0.053	0.059
CER1	O95813	False	CER1_HUMAN		CPI-SS074152505	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS00C692486	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
CER1	O95813	False	CER1_HUMAN		CPI-SS05606F8F5	0.03	0.003	0.003	0.017	0.004	0.0	0.0	0.0	0.008
LDLR	P01130	False	LDLR_HUMAN		CPI-SS0A81A3626	0.36	0.307	0.521	0.224	0.283	0.286	0.524	0.227	0.534
SMO	Q99835	False	SMO_HUMAN		CPI-SS0A69F13A3	0.163	0.377	0.223	0.095	0.247	0.252	0.317	0.18	0.322
SMO	Q99835	False	SMO_HUMAN		CPI-SS016B7C7D6	0.163	0.377	0.223	0.095	0.247	0.252	0.317	0.18	0.322
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS075189979	4.532	4.62	6.502	3.434	4.258	3.801	7.018	4.147	9.042
NCAM1	P13591	False	NCAM1_HUMAN		CPI-SS039799099	4.532	4.62	6.502	3.434	4.258	3.801	7.018	4.147	9.042
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0423580E5	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS060B82BBC	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH2	Q04721	False	NOTC2_HUMAN		CPI-SS0E1A8414D	0.166	0.319	0.285	0.159	0.573	0.346	0.317	0.307	0.322
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS047232C64	0.094	0.19	0.184	0.068	0.161	0.192	0.189	0.08	0.237
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0B99F22A2	0.094	0.19	0.184	0.068	0.161	0.192	0.189	0.08	0.237
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS007AA9FDE	0.094	0.19	0.184	0.068	0.161	0.192	0.189	0.08	0.237
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS0938C6980	0.094	0.19	0.184	0.068	0.161	0.192	0.189	0.08	0.237
NOTCH3	Q9UM47	False	NOTC3_HUMAN		CPI-SS035E5A708	0.094	0.19	0.184	0.068	0.161	0.192	0.189	0.08	0.237
PTN	P21246	False	PTN_HUMAN		CPI-SS0BFB29A42	10.122	7.84	19.262	17.02	11.832	7.602	7.512	9.727	12.068
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS08FAC0A55	0.64	0.543	0.967	0.461	0.556	0.583	0.823	0.573	1.042
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS0CCCF7C69	0.64	0.543	0.967	0.461	0.556	0.583	0.823	0.573	1.042
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS059EC4FAE	0.64	0.543	0.967	0.461	0.556	0.583	0.823	0.573	1.042
SEMA4D	Q92854	False	SEM4D_HUMAN		CPI-SS06AA638A8	0.64	0.543	0.967	0.461	0.556	0.583	0.823	0.573	1.042
SEMA4G	Q9NTN9	False	SEM4G_HUMAN		CPI-SS0C0A61F92	0.258	1.264	0.643	0.234	0.258	0.267	0.634	0.253	0.72
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0EBA5A4D8	0.188	0.282	0.236	0.186	0.262	0.154	0.311	0.187	0.28
KDR	P35968	False	VGFR2_HUMAN		CPI-SS0C03F7CDC	0.188	0.282	0.236	0.186	0.262	0.154	0.311	0.187	0.28
LTBR	P36941	False	TNR3_HUMAN		CPI-SS03156A825	0.186	0.334	0.269	0.183	0.362	0.312	0.329	0.167	0.39
LTBR	P36941	False	TNR3_HUMAN		CPI-SS0859C173B	0.186	0.334	0.269	0.183	0.362	0.312	0.329	0.167	0.39
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0110361CB	0.028	0.049	0.066	0.031	0.054	0.049	0.085	0.04	0.076
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0C28FEC7D	0.028	0.049	0.066	0.031	0.054	0.049	0.085	0.04	0.076
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS019C98396	0.028	0.049	0.066	0.031	0.054	0.049	0.085	0.04	0.076
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS0879B8E95	0.028	0.049	0.066	0.031	0.054	0.049	0.085	0.04	0.076
TNFRSF14	Q92956	False	TNR14_HUMAN		CPI-SS02ACCF1F7	0.028	0.049	0.066	0.031	0.054	0.049	0.085	0.04	0.076
